year,rank,title,artist
2008,57,Miss Independent,Ne-Yo
2008,58,Fall for You,Secondhand Serenade
2008,59,In the Ayer,Flo Ridafeaturingwill.i.am
2008,60,Say,John Mayer
2008,61,One Step at a Time,Jordin Sparks
2008,62,Hate That I Love You,RihannafeaturingNe-Yo
2008,63,Superstar,Lupe FiascofeaturingMatthew Santos
2008,64,Suffocate,J. Holiday
2008,65,Let It Rock,Kevin RudolffeaturingLil Wayne
2008,66,Get Like Me,David BannerfeaturingChris BrownandYung Joc
2008,67,Realize,Colbie Caillat
2008,68,Put On,Young JeezyfeaturingKanye West
2008,69,The Time of My Life,David Cook
2008,70,Lolli Lolli (Pop That Body),Three 6 Mafia
2008,71,Cyclone,Baby BashfeaturingT-Pain
2008,72,Love Like This,Natasha BedingfieldfeaturingSean Kingston
2008,73,Burnin' Up,Jonas Brothers
2008,74,Love Lockdown,Kanye West
2008,75,I Luv Your Girl,The-Dream
2008,76,Crush,David Archuleta
2008,77,Hypnotized,PliesfeaturingAkon
2008,78,Big Girls Don't Cry,Fergie
2008,79,Good Life,Kanye WestfeaturingT-Pain
2008,80,Womanizer,Britney Spears
2008,81,Love Story,Taylor Swift
2008,82,Just Fine,Mary J. Blige
2008,83,Piece of Me,Britney Spears
2008,84,The Boss,Rick RossfeaturingT-Pain
2008,85,All Summer Long,Kid Rock
2008,86,Can't Help but Wait,Trey Songz
2008,87,In Love with a Girl,Gavin DeGraw
2008,88,My Life,The GamefeaturingLil Wayne
2008,89,I Remember,Keyshia Cole
2008,90,Flashing Lights,Kanye WestfeaturingDwele
2008,91,Mrs. Officer,Lil WaynefeaturingBobby ValentinoandKidd Kidd
2008,92,7 Things,Miley Cyrus
2008,93,You're Gonna Miss This,Trace Adkins
2008,94,Love Remains the Same,Gavin Rossdale
2008,95,Feels Like Tonight,Daughtry
2008,96,The Way I Are,TimbalandfeaturingKeri Hilson
2008,97,Addicted,Saving Abel
2008,98,Into the Night,SantanafeaturingChad Kroeger
2008,99,Heaven Sent,Keyshia Cole
2008,100,She Got It,2 PistolsfeaturingT-PainandTay Dizm
2009,1,Boom Boom Pow,The Black Eyed Peas
2009,2,Poker Face,Lady Gaga
2009,3,Just Dance,Lady GagafeaturingColby O'Donis
2009,4,I Gotta Feeling,The Black Eyed Peas
2009,5,Love Story,Taylor Swift
2009,6,Right Round,Flo Rida
2009,7,I'm Yours,Jason Mraz
2009,8,Single Ladies (Put a Ring on It),Beyoncé
2009,9,Heartless,Kanye West
2009,10,Gives You Hell,The All-American Rejects
2009,11,You Belong with Me,Taylor Swift
2009,12,Dead and Gone,T.I.featuringJustin Timberlake
2009,13,You Found Me,The Fray
2009,14,Use Somebody,Kings of Leon
2009,15,Knock You Down,Keri HilsonfeaturingKanye WestandNe-Yo
2009,16,Blame It,Jamie FoxxfeaturingT-Pain
2009,17,I Know You Want Me (Calle Ocho),Pitbull
2009,18,Live Your Life,T.I.featuringRihanna
2009,19,Kiss Me thru the Phone,Soulja Boy Tell 'EmfeaturingSammie
2009,20,Down,Jay SeanfeaturingLil Wayne
2009,21,The Climb,Miley Cyrus
2009,22,Best I Ever Had,Drake
2009,23,My Life Would Suck Without You,Kelly Clarkson
2009,24,Halo,Beyoncé
2009,25,Hot n Cold,Katy Perry
2009,26,Second Chance,Shinedown
2009,27,Circus,Britney Spears
2009,28,Day 'n' Nite,Kid Cudi
2009,29,Party in the U.S.A.,Miley Cyrus
2009,30,Don't Trust Me,3OH!3
2009,31,Run This Town,Jay-ZfeaturingRihannaandKanye West
2009,32,Let It Rock,Kevin RudolffeaturingLil Wayne
2009,33,Fire Burning,Sean Kingston
2009,34,Whatcha Say,Jason Derulo
2009,35,LoveGame,Lady Gaga
2009,36,Waking Up in Vegas,Katy Perry
2009,37,Birthday Sex,Jeremih
2009,38,Sober,Pink
2009,39,Womanizer,Britney Spears
2009,40,Whatever You Like,T.I.
2009,41,Obsessed,Mariah Carey
2009,42,Mad,Ne-Yo
2009,43,Good Girls Go Bad,Cobra StarshipfeaturingLeighton Meester
2009,44,Love Lockdown,Kanye West
2009,45,So What,Pink
2009,46,Hotel Room Service,Pitbull
2009,47,Crack a Bottle,"Eminem,Dr. Dreand50 Cent"
2009,48,If I Were a Boy,Beyoncé
2009,49,Turnin Me On,Keri HilsonfeaturingLil Wayne
2009,50,I Hate This Part,Pussycat Dolls
2009,51,Gotta Be Somebody,Nickelback
2009,52,Please Don't Leave Me,Pink
2009,53,Paparazzi,Lady Gaga
2009,54,Beautiful,AkonfeaturingColby O'DonisandKardinal Offishall
2009,55,Viva la Vida,Coldplay
2009,56,Right Now (Na Na Na),Akon
2009,57,Battlefield,Jordin Sparks
2009,58,Sugar,Flo RidafeaturingWynter
2009,59,Miss Independent,Ne-Yo
2009,60,Fireflies,Owl City
2009,61,New Divide,Linkin Park
2009,62,Empire State of Mind,Jay-ZfeaturingAlicia Keys
2009,63,No Surprise,Daughtry
2009,64,She Wolf,Shakira
2009,65,Break Up,MariofeaturingGucci ManeandSean Garrett
2009,66,Sweet Dreams,Beyoncé
2009,67,Every Girl,Young Money
2009,68,Fallin' for You,Colbie Caillat
2009,69,Untouched,The Veronicas
2009,70,If Today Was Your Last Day,Nickelback
2009,71,Throw It in the Bag,FabolousfeaturingThe-Dream
2009,72,Love Drunk,Boys Like Girls
2009,73,I Love College,Asher Roth
2009,74,If U Seek Amy,Britney Spears
2009,75,Big Green Tractor,Jason Aldean
2009,76,White Horse,Taylor Swift
2009,77,Disturbia,Rihanna
2009,78,21 Guns,Green Day
2009,79,Turn My Swag On,Soulja Boy Tell 'Em
2009,80,Rockin' That Thang,The-Dream
2009,81,Chicken Fried,Zac Brown Band
2009,82,Diva,Beyoncé
2009,83,Replay,Iyaz
2009,84,Then,Brad Paisley
2009,85,Her Diamonds,Rob Thomas
2009,86,How Do You Sleep?,Jesse McCartneyfeaturingLudacris
2009,87,3,Britney Spears
2009,88,Forever,"DrakefeaturingKanye West,Lil WayneandEminem"
2009,89,One Time,Justin Bieber
2009,90,I Run to You,Lady Antebellum
2009,91,I Do Not Hook Up,Kelly Clarkson
2009,92,Green Light,John LegendfeaturingAndré 3000
2009,93,People Are Crazy,Billy Currington
2009,94,Whatever It Is,Zac Brown Band
2009,95,Already Gone,Kelly Clarkson
2009,96,Goodbye,Kristinia DeBarge
2009,97,Say Hey (I Love You),Michael Franti & SpearheadfeaturingCherine Anderson
2009,98,Pop Champagne,Jim JonesfeaturingRon BrowzandJuelz Santana
2009,99,Pretty Wings,Maxwell
2009,100,Never Say Never,The Fray
2010,1,Tik Tok,Kesha
2010,2,Need You Now,Lady Antebellum
2010,3,"Hey, Soul Sister",Train
2010,4,California Gurls,Katy PerryfeaturingSnoop Dogg
2010,5,OMG,Usherfeaturingwill.i.am
2010,6,Airplanes,B.o.BfeaturingHayley Williams
2010,7,Love the Way You Lie,EminemfeaturingRihanna
2010,8,Bad Romance,Lady Gaga
2010,9,Dynamite,Taio Cruz
2010,10,Break Your Heart,Taio CruzfeaturingLudacris
2010,11,Nothin' on You,B.o.BfeaturingBruno Mars
2010,12,I Like It,Enrique IglesiasfeaturingPitbull
2010,13,BedRock,Young MoneyfeaturingLloyd
2010,14,In My Head,Jason Derulo
2010,15,Rude Boy,Rihanna
2010,16,Telephone,Lady GagafeaturingBeyoncé
2010,17,Teenage Dream,Katy Perry
2010,18,Just the Way You Are,Bruno Mars
2010,19,Cooler Than Me,Mike Posner
2010,20,Imma Be,The Black Eyed Peas
2010,21,Empire State of Mind,Jay-ZfeaturingAlicia Keys
2010,22,DJ Got Us Fallin' in Love,UsherfeaturingPitbull
2010,23,Billionaire,Travie McCoyfeaturingBruno Mars
2010,24,Not Afraid,Eminem
2010,25,Replay,Iyaz
2010,26,Sexy Bitch,David GuettafeaturingAkon
2010,27,Breakeven,The Script
2010,28,Your Love Is My Drug,Kesha
2010,29,I Gotta Feeling,The Black Eyed Peas
2010,30,Fireflies,Owl City
2010,31,Say Aah,Trey SongzfeaturingFabolous
2010,32,Find Your Love,Drake
2010,33,Alejandro,Lady Gaga
2010,34,Ridin' Solo,Jason Derulo
2010,35,Just a Dream,Nelly
2010,36,How Low,Ludacris
2010,37,Like a G6,Far East MovementfeaturingThe CataracsandDev
2010,38,Carry Out,TimbalandfeaturingJustin Timberlake
2010,39,Haven't Met You Yet,Michael Bublé
2010,40,Club Can't Handle Me,Flo RidafeaturingDavid Guetta
2010,41,Down,Jay SeanfeaturingLil Wayne
2010,42,Bulletproof,La Roux
2010,43,Whatcha Say,Jason Derulo
2010,44,Baby,Justin BieberfeaturingLudacris
2010,45,Whataya Want from Me,Adam Lambert
2010,46,Mine,Taylor Swift
2010,47,Only Girl (In the World),Rihanna
2010,48,Live Like We're Dying,Kris Allen
2010,49,Hard,RihannafeaturingJeezy
2010,50,Young Forever,Jay-ZfeaturingMr Hudson
2010,51,Blah Blah Blah,Keshafeaturing3OH!3
2010,52,Bottoms Up,Trey SongzfeaturingNicki Minaj
2010,53,Do You Remember,Jay SeanfeaturingSean PaulandLil Jon
2010,54,All the Right Moves,OneRepublic
2010,55,According to You,Orianthi
2010,56,My Chick Bad,LudacrisfeaturingNicki Minaj
2010,57,You Belong with Me,Taylor Swift
2010,58,Meet Me Halfway,The Black Eyed Peas
2010,59,Take It Off,Kesha
2010,60,Over,Drake
2010,61,Animal,Neon Trees
2010,62,Misery,Maroon 5
2010,63,Magic,B.o.BfeaturingRivers Cuomo
2010,64,Paparazzi,Lady Gaga
2010,65,Tie Me Down,New BoyzfeaturingRay J
2010,66,Your Love,Nicki Minaj
2010,67,Party in the U.S.A.,Miley Cyrus
2010,68,Deuces,Chris BrownfeaturingTygaandKevin McCall
2010,69,3,Britney Spears
2010,70,Impossible,Shontelle
2010,71,Forever,"DrakefeaturingKanye West,Lil WayneandEminem"
2010,72,Two Is Better Than One,Boys Like GirlsfeaturingTaylor Swift
2010,73,My First Kiss,3OH!3featuringKesha
2010,74,Already Gone,Kelly Clarkson
2010,75,Rock That Body,The Black Eyed Peas
2010,76,Secrets,OneRepublic
2010,77,Naturally,Selena Gomez & the Scene
2010,78,Un-Thinkable (I'm Ready),Alicia Keys
2010,79,All I Do Is Win,"DJ KhaledfeaturingT-Pain,Ludacris,Snoop DoggandRick Ross"
2010,80,I Made It (Cash Money Heroes),"Kevin RudolffeaturingBirdman,Jay SeanandLil Wayne"
2010,81,Stuck Like Glue,Sugarland
2010,82,Hey Daddy (Daddy's Home),UsherfeaturingPlies
2010,83,There Goes My Baby,Usher
2010,84,Today Was a Fairytale,Taylor Swift
2010,85,Say Something,TimbalandfeaturingDrake
2010,86,Sweet Dreams,Beyoncé
2010,87,Use Somebody,Kings of Leon
2010,88,Undo It,Carrie Underwood
2010,89,Eenie Meenie,Sean KingstonandJustin Bieber
2010,90,Right Above It,Lil WaynefeaturingDrake
2010,91,The House That Built Me,Miranda Lambert
2010,92,If I Die Young,The Band Perry
2010,93,The Only Exception,Paramore
2010,94,American Honey,Lady Antebellum
2010,95,King of Anything,Sara Bareilles
2010,96,Life After You,Daughtry
2010,97,Smile,Uncle Kracker
2010,98,Teach Me How to Dougie,Cali Swag District
2010,99,Try Sleeping with a Broken Heart,Alicia Keys
2010,100,"Lover, Lover",Jerrod Niemann
2011,1,Rolling in the Deep,Adele
2011,2,Party Rock Anthem,LMFAOfeaturingLauren BennettandGoonRock
2011,3,Firework,Katy Perry
2011,4,E.T.,Katy PerryfeaturingKanye West
2011,5,Give Me Everything,"PitbullfeaturingNe-Yo,AfrojackandNayer"
2011,6,Grenade,Bruno Mars
2011,7,Fuck You (Forget You),CeeLo Green
2011,8,Super Bass,Nicki Minaj
2011,9,Moves like Jagger,Maroon 5featuringChristina Aguilera
2011,10,Just Can't Get Enough,The Black Eyed Peas
2011,11,On the Floor,Jennifer LopezfeaturingPitbull
2011,12,S&M,Rihanna
2011,13,Pumped Up Kicks,Foster the People
2011,14,Last Friday Night (T.G.I.F.),Katy Perry
2011,15,Just the Way You Are,Bruno Mars
2011,16,Tonight (I'm Lovin' You),Enrique IglesiasfeaturingLudacrisandDJ Frank E
2011,17,Raise Your Glass,Pink
2011,18,Born This Way,Lady Gaga
2011,19,Fuckin' Perfect,Pink
2011,20,What's My Name?,RihannafeaturingDrake
2011,21,Look at Me Now,Chris BrownfeaturingLil WayneandBusta Rhymes
2011,22,Down on Me,Jeremihfeaturing50 Cent
2011,23,How to Love,Lil Wayne
2011,24,Someone Like You,Adele
2011,25,Good Life,OneRepublic
2011,26,The Lazy Song,Bruno Mars
2011,27,Till the World Ends,Britney Spears
2011,28,The Show Goes On,Lupe Fiasco
2011,29,The Edge of Glory,Lady Gaga
2011,30,We R Who We R,Kesha
2011,31,Black and Yellow,Wiz Khalifa
2011,32,Tonight Tonight,Hot Chelle Rae
2011,33,Blow,Kesha
2011,34,Lighters,Bad Meets EvilfeaturingBruno Mars
2011,35,If I Die Young,The Band Perry
2011,36,Stereo Hearts,Gym Class HeroesfeaturingAdam Levine
2011,37,The Time (Dirty Bit),The Black Eyed Peas
2011,38,Coming Home,Diddy – Dirty MoneyfeaturingSkylar Grey
2011,39,Hey Baby (Drop It to the Floor),PitbullfeaturingT-Pain
2011,40,Only Girl (In the World),Rihanna
2011,41,6 Foot 7 Foot,Lil WaynefeaturingCory Gunz
2011,42,Just a Kiss,Lady Antebellum
2011,43,Dirt Road Anthem,Jason Aldean
2011,44,Dynamite,Taio Cruz
2011,45,No Hands,Waka Flocka FlamefeaturingWaleandRoscoe Dash
2011,46,I Wanna Go,Britney Spears
2011,47,I'm on One,"DJ KhaledfeaturingDrake,Rick RossandLil Wayne"
2011,48,You Make Me Feel...,Cobra StarshipfeaturingSabi
2011,49,Yeah 3x,Chris Brown
2011,50,Moment 4 Life,Nicki MinajfeaturingDrake
2011,51,I Need a Doctor,Dr. DrefeaturingEminemandSkylar Grey
2011,52,Just a Dream,Nelly
2011,53,Motivation,Kelly RowlandfeaturingLil Wayne
2011,54,Stereo Love,Edward MayafeaturingVika Jigulina
2011,55,Jar of Hearts,Christina Perri
2011,56,Roll Up,Wiz Khalifa
2011,57,Sexy and I Know It,LMFAO
2011,58,Rocketeer,Far East MovementfeaturingRyan Tedder
2011,59,All of the Lights,Kanye West
2011,60,Hold It Against Me,Britney Spears
2011,61,More,Usher
2011,62,What the Hell,Avril Lavigne
2011,63,Written in the Stars,Tinie TempahfeaturingEric Turner
2011,64,Bottoms Up,Trey SongzfeaturingNicki Minaj
2011,65,DJ Got Us Fallin' in Love,UsherfeaturingPitbull
2011,66,For the First Time,The Script
2011,67,Honey Bee,Blake Shelton
2011,68,Don't You Wanna Stay,Jason AldeanfeaturingKelly Clarkson
2011,69,We Found Love,RihannafeaturingCalvin Harris
2011,70,Pretty Girl Rock,Keri Hilson
2011,71,Yoü and I,Lady Gaga
2011,72,Like a G6,Far East MovementfeaturingThe CataracsandDev
2011,73,Without You,David GuettafeaturingUsher
2011,74,Back to December,Taylor Swift
2011,75,Teenage Dream,Katy Perry
2011,76,Crazy Girl,Eli Young Band
2011,77,Cheers (Drink to That),Rihanna
2011,78,Who Says,Selena Gomez & the Scene
2011,79,Barefoot Blue Jean Night,Jake Owen
2011,80,Knee Deep,Zac Brown BandfeaturingJimmy Buffett
2011,81,Country Girl (Shake It for Me),Luke Bryan
2011,82,Remind Me,Brad PaisleyandCarrie Underwood
2011,83,In the Dark,Dev
2011,84,Backseat,New BoyzfeaturingThe CataracsandDev
2011,85,Headlines,Drake
2011,86,Best Thing I Never Had,Beyoncé
2011,87,Don't Wanna Go Home,Jason Derulo
2011,88,Where Them Girls At,David GuettafeaturingFlo RidaandNicki Minaj
2011,89,She Ain't You,Chris Brown
2011,90,Take a Back Road,Rodney Atkins
2011,91,Please Don't Go,Mike Posner
2011,92,Sure Thing,Miguel
2011,93,Price Tag,Jessie JfeaturingB.o.B
2011,94,God Gave Me You,Blake Shelton
2011,95,She Will,Lil WaynefeaturingDrake
2011,96,Are You Gonna Kiss Me or Not,Thompson Square
2011,97,Animal,Neon Trees
2011,98,You and Tequila,Kenny ChesneyfeaturingGrace Potter
2011,99,Colder Weather,Zac Brown Band
2011,100,My Last,Big SeanfeaturingChris Brown
2012,1,Somebody That I Used to Know,GotyefeaturingKimbra
2012,2,Call Me Maybe,Carly Rae Jepsen
2012,3,We Are Young,FunfeaturingJanelle Monáe
2012,4,Payphone,Maroon 5featuringWiz Khalifa
2012,5,Lights,Ellie Goulding
2012,6,Glad You Came,The Wanted
2012,7,Stronger (What Doesn't Kill You),Kelly Clarkson
2012,8,We Found Love,RihannafeaturingCalvin Harris
2012,9,Starships,Nicki Minaj
2012,10,What Makes You Beautiful,One Direction
2012,11,Wild Ones,Flo RidafeaturingSia
2012,12,Set Fire to the Rain,Adele
2012,13,Sexy and I Know It,LMFAO
2012,14,Some Nights,Fun
2012,15,Wide Awake,Katy Perry
2012,16,Good Feeling,Flo Rida
2012,18,One More Night,Maroon 5
2012,19,Drive By,Train
2012,20,The Motto,DrakefeaturingLil Wayne
2012,21,Where Have You Been,Rihanna
2012,22,Everybody Talks,Neon Trees
2012,23,Take Care,DrakefeaturingRihanna
2012,24,Titanium,David GuettafeaturingSia
2012,25,I Won't Give Up,Jason Mraz
2012,26,It Will Rain,Bruno Mars
2012,27,Mercy,"Kanye West,Big Sean,Pusha Tand2 Chainz"
2012,28,Boyfriend,Justin Bieber
2012,29,Party Rock Anthem,LMFAOfeaturingLauren BennettandGoonRock
2012,30,Too Close,Alex Clare
2012,31,Part of Me,Katy Perry
2012,32,"Young, Wild & Free",Snoop DoggandWiz KhalifafeaturingBruno Mars
2012,33,We Are Never Ever Getting Back Together,Taylor Swift
2012,34,As Long as You Love Me,Justin BieberfeaturingBig Sean
2012,35,Turn Me On,David GuettafeaturingNicki Minaj
2012,36,Moves like Jagger,Maroon 5featuringChristina Aguilera
2012,37,Blow Me (One Last Kiss),Pink
2012,38,Good Time,Owl CityandCarly Rae Jepsen
2012,39,Give Your Heart a Break,Demi Lovato
2012,40,Niggas in Paris,Jay-ZandKanye West
2012,41,The One That Got Away,Katy Perry
2012,42,Feel So Close,Calvin Harris
2012,43,Someone like You,Adele
2012,44,Scream,Usher
2012,45,Rack City,Tyga
2012,46,Domino,Jessie J
2012,47,Gangnam Style,Psy
2012,48,International Love,PitbullfeaturingChris Brown
2012,49,Home,Phillip Phillips
2012,50,Without You,David GuettafeaturingUsher
2012,51,Ass Back Home,Gym Class HeroesfeaturingNeon Hitch
2012,52,Wanted,Hunter Hayes
2012,53,Drunk on You,Luke Bryan
2012,54,No Lie,2 ChainzfeaturingDrake
2012,55,Want U Back,Cher Lloyd
2012,56,Don't Wake Me Up,Chris Brown
2012,57,Dance (A$$),Big SeanfeaturingNicki Minaj
2012,58,Springsteen,Eric Church
2012,59,Brokenhearted,Karmin
2012,60,Not Over You,Gavin DeGraw
2012,61,Stereo Hearts,Gym Class HeroesfeaturingAdam Levine
2012,62,Back in Time,Pitbull
2012,63,Work Out,J. Cole
2012,64,Rumour Has It,Adele
2012,65,Let's Go,Calvin HarrisfeaturingNe-Yo
2012,66,Good Girl,Carrie Underwood
2012,67,Pontoon,Little Big Town
2012,68,Ho Hey,The Lumineers
2012,69,Paradise,Coldplay
2012,70,Blown Away,Carrie Underwood
2012,71,Rolling in the Deep,Adele
2012,72,Climax,Usher
2012,73,"Work Hard, Play Hard",Wiz Khalifa
2012,74,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo
2012,75,Pound the Alarm,Nicki Minaj
2012,76,Come Over,Kenny Chesney
2012,77,Heart Attack,Trey Songz
2012,78,Drank in My Cup,Kirko Bangz
2012,79,Birthday Cake,RihannafeaturingChris Brown
2012,80,So Good,B.o.B
2012,81,50 Ways to Say Goodbye,Train
2012,82,Red Solo Cup,Toby Keith
2012,83,Love You Like a Love Song,Selena Gomez & the Scene
2012,84,Turn Up the Music,Chris Brown
2012,85,Die Young,Kesha
2012,86,5 O'Clock,T-PainfeaturingWiz KhalifaandLily Allen
2012,87,A Thousand Years,Christina Perri
2012,88,Take a Little Ride,Jason Aldean
2012,89,You da One,Rihanna
2012,90,We Run the Night,Havana BrownfeaturingPitbull
2012,91,It's Time,Imagine Dragons
2012,92,Cashin' Out,Cash Out
2012,93,I Don't Want This Night to End,Luke Bryan
2012,94,Diamonds,Rihanna
2012,95,Hard to Love,Lee Brice
2012,96,Somethin' 'Bout a Truck,Kip Moore
2012,97,Adorn,Miguel
2012,98,Fly Over States,Jason Aldean
2012,99,Even If It Breaks Your Heart,Eli Young Band
2012,100,Burn It Down,Linkin Park
2013,1,Thrift Shop,Macklemore & Ryan LewisfeaturingWanz
2013,2,Blurred Lines,Robin ThickefeaturingT.I.andPharrell Williams
2013,3,Radioactive,Imagine Dragons
2013,4,Harlem Shake,Baauer
2013,5,Can't Hold Us,Macklemore & Ryan LewisfeaturingRay Dalton
2013,6,Mirrors,Justin Timberlake
2013,7,Just Give Me a Reason,PinkfeaturingNate Ruess
2013,8,When I Was Your Man,Bruno Mars
2013,9,Cruise,Florida Georgia LinefeaturingNelly
2013,10,Roar,Katy Perry
2013,11,Locked Out of Heaven,Bruno Mars
2013,12,Ho Hey,The Lumineers
2013,13,Stay,RihannafeaturingMikky Ekko
2013,14,Get Lucky,Daft PunkfeaturingPharrell Williams
2013,15,Royals,Lorde
2013,16,I Knew You Were Trouble,Taylor Swift
2013,17,We Can't Stop,Miley Cyrus
2013,19,Wake Me Up,Avicii
2013,20,Suit & Tie,Justin TimberlakefeaturingJay-Z
2013,21,Cups (Pitch Perfect'sWhen I'm Gone),Anna Kendrick
2013,22,Holy Grail,Jay-ZfeaturingJustin Timberlake
2013,23,Scream & Shout,Will.i.amfeaturingBritney Spears
2013,24,Clarity,ZeddfeaturingFoxes
2013,25,Sail,Awolnation
2013,26,Don't You Worry Child,Swedish House MafiafeaturingJohn Martin
2013,27,Diamonds,Rihanna
2013,28,I Love It,Icona PopfeaturingCharli XCX
2013,29,Safe and Sound,Capital Cities
2013,30,Treasure,Bruno Mars
2013,31,The Way,Ariana GrandefeaturingMac Miller
2013,32,Started from the Bottom,Drake
2013,33,Come & Get It,Selena Gomez
2013,34,"Hold On, We're Going Home",DrakefeaturingMajid Jordan
2013,35,Daylight,Maroon 5
2013,36,Feel This Moment,PitbullfeaturingChristina Aguilera
2013,37,Applause,Lady Gaga
2013,38,One More Night,Maroon 5
2013,39,Love Me,Lil WaynefeaturingDrakeandFuture
2013,40,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy
2013,41,Fuckin' Problems,"ASAP RockyfeaturingDrake,2 ChainzandKendrick Lamar"
2013,42,Beauty and a Beat,Justin BieberfeaturingNicki Minaj
2013,43,Same Love,Macklemore & Ryan LewisfeaturingMary Lambert
2013,44,Sweet Nothing,Calvin HarrisfeaturingFlorence Welch
2013,45,Summertime Sadness,Lana Del ReyandCédric Gervais
2013,46,Home,Phillip Phillips
2013,47,It's Time,Imagine Dragons
2013,48,Power Trip,J. ColefeaturingMiguel
2013,49,Girl on Fire,Alicia KeysfeaturingNicki Minaj
2013,50,Heart Attack,Demi Lovato
2013,51,Love Somebody,Maroon 5
2013,52,I Will Wait,Mumford & Sons
2013,53,Try,Pink
2013,54,Wagon Wheel,Darius Rucker
2013,55,Gangnam Style,Psy
2013,56,I Need Your Love,Calvin HarrisfeaturingEllie Goulding
2013,57,Die Young,Kesha
2013,58,Some Nights,Fun
2013,59,Bad,WalefeaturingTiara ThomasorRihanna
2013,60,Boys 'Round Here,Blake SheltonfeaturingPistol Anniesand Friends
2013,61,"Gone, Gone, Gone",Phillip Phillips
2013,62,Demons,Imagine Dragons
2013,63,Counting Stars,OneRepublic
2013,64,I Cry,Flo Rida
2013,65,Little Talks,Of Monsters and Men
2013,66,The Other Side,Jason Derulo
2013,67,Berzerk,Eminem
2013,68,Catch My Breath,Kelly Clarkson
2013,69,Crash My Party,Luke Bryan
2013,70,Pour It Up,Rihanna
2013,71,22,Taylor Swift
2013,72,I Want Crazy,Hunter Hayes
2013,73,The Fox (What Does the Fox Say?),Ylvis
2013,74,Best Song Ever,One Direction
2013,75,The A Team,Ed Sheeran
2013,76,Carry On,Fun
2013,77,Highway Don't Care,Tim McGrawfeaturingTaylor SwiftandKeith Urban
2013,78,That's My Kind of Night,Luke Bryan
2013,79,Swimming Pools (Drank),Kendrick Lamar
2013,80,Sure Be Cool If You Did,Blake Shelton
2013,81,#Beautiful,Mariah CareyfeaturingMiguel
2013,82,Troublemaker,Olly MursfeaturingFlo Rida
2013,83,Body Party,Ciara
2013,84,Adorn,Miguel
2013,85,Hall of Fame,The Scriptfeaturingwill.i.am
2013,86,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo
2013,87,U.O.E.N.O.,RockofeaturingFutureandRick Ross
2013,88,Next to Me,Emeli Sandé
2013,89,Mama's Broken Heart,Miranda Lambert
2013,90,It Goes Like This,Thomas Rhett
2013,91,Bugatti,Ace HoodfeaturingFutureandRick Ross
2013,92,Wanted,Hunter Hayes
2013,93,Downtown,Lady Antebellum
2013,94,Get Your Shine On,Florida Georgia Line
2013,95,#thatPower,will.i.amfeaturingJustin Bieber
2013,96,Brave,Sara Bareilles
2013,97,Let Her Go,Passenger
2013,98,Runnin' Outta Moonlight,Randy Houser
2013,99,I'm Different,2 Chainz
2013,100,Still Into You,Paramore
2014,1,Happy,Pharrell Williams
2014,2,Dark Horse,Katy PerryfeaturingJuicy J
2014,3,All of Me,John Legend
2014,4,Fancy,Iggy AzaleafeaturingCharli XCX
2014,5,Counting Stars,OneRepublic
2014,6,Talk Dirty,Jason Derulofeaturing2 Chainz
2014,7,Rude,Magic!
2014,8,All About That Bass,Meghan Trainor
2014,9,Problem,Ariana GrandefeaturingIggy Azalea
2014,10,Stay with Me,Sam Smith
2014,11,Timber,PitbullfeaturingKesha
2014,12,Pompeii,Bastille
2014,13,Shake It Off,Taylor Swift
2014,14,Am I Wrong,Nico & Vinz
2014,15,Turn Down for What,DJ SnakeandLil Jon
2014,16,The Monster,EminemfeaturingRihanna
2014,17,Say Something,A Great Big WorldandChristina Aguilera
2014,18,Team,Lorde
2014,19,Let Her Go,Passenger
2014,20,Royals,Lorde
2014,21,Let It Go,Idina Menzel
2014,22,Wake Me Up,Avicii
2014,23,Demons,Imagine Dragons
2014,24,Story of My Life,One Direction
2014,25,Chandelier,Sia
2014,26,Black Widow,Iggy AzaleafeaturingRita Ora
2014,27,Bang Bang,"Jessie J,Ariana GrandeandNicki Minaj"
2014,28,Latch,DisclosurefeaturingSam Smith
2014,29,Maps,Maroon 5
2014,30,Loyal,Chris BrownfeaturingLil WayneandFrench MontanaorToo ShortorTyga
2014,31,Best Day of My Life,American Authors
2014,32,Habits (Stay High),Tove Lo
2014,33,Summer,Calvin Harris
2014,34,Boom Clap,Charli XCX
2014,35,Drunk in Love,BeyoncéfeaturingJay-Z
2014,36,Anaconda,Nicki Minaj
2014,37,Break Free,Ariana GrandefeaturingZedd
2014,38,Bailando,Enrique IglesiasfeaturingDescemer BuenoandGente de Zona
2014,39,Burn,Ellie Goulding
2014,40,Wiggle,Jason DerulofeaturingSnoop Dogg
2014,41,Rather Be,Clean BanditfeaturingJess Glynne
2014,42,Don't Tell 'Em,JeremihfeaturingYG
2014,43,Show Me,Kid InkfeaturingChris Brown
2014,44,Wrecking Ball,Miley Cyrus
2014,45,Not a Bad Thing,Justin Timberlake
2014,46,Roar,Katy Perry
2014,47,Ain't It Fun,Paramore
2014,48,The Man,Aloe Blacc
2014,49,This Is How We Roll,Florida Georgia LinefeaturingLuke Bryan
2014,50,Classic,MKTO
2014,51,A Sky Full of Stars,Coldplay
2014,52,Don't,Ed Sheeran
2014,53,Na Na,Trey Songz
